Code	Itemname
2929	Newspaper inserting equipment, manufacturing
2929	Offset printing presses, manufacturing
2929	Optical lens making and grinding machinery, manufacturing
2929	Paper and paperboard coating and finishing machinery, manufacturing
2929	Paper and paperboard converting machinery, manufacturing
2929	Paper and paperboard corrugating machinery, manufacturing
2929	Paper and paperboard cutting and folding machinery, manufacturing
2929	Paper and paperboard die-cutting and stamping machinery, manufacturing
2929	Paper bag making machinery, manufacturing
2929	Paper making machinery repair
2929	Paper making machinery, manufacturing
2929	Paper stock preparation machinery, manufacturing
2929	Paperboard box making machinery, manufacturing
2929	Paperboard making machinery, manufacturing
2929	Patterns (except shoe), industrial, manufacturing
2929	Petroleum refining machinery, manufacturing
2929	Photoengraving machinery, manufacturing
2929	Plastic injection moulds, repair and maintenance
2929	Plastics working machinery, manufacturing
2929	Presses, printing (except textile printing machinery), manufacturing
2929	Printing machinery for textiles, manufacturing
2929	Printing plate engraving machinery, manufacturing
2929	Printing plates, blank (except photosensitized), manufacturing
2929	Printing press rollers, manufacturing
2929	Printing presses (except textile printing machinery), manufacturing
2929	Printing trade machinery repair
2929	Pulp making machinery, manufacturing
2929	Pulp washers and thickeners, manufacturing
2929	Pulp, paper and paperboard moulding machinery, manufacturing
2929	Rectifying equipment, chemical, manufacturing
2929	Repair of paperboard making machinery
2929	Repair of rubber or plastic industry machinery
2929	Repair of special purpose machinery n.e.c.
2929	Rubber working machinery, manufacturing
2929	Sandpaper making machinery, manufacturing
2929	Semiconductor assembly and packaging machinery, manufacturing
2929	Semiconductor making machinery, manufacturing
2929	Sieves and screening equipment, chemical processing type, manufacturing
2929	Silk screen machinery for textiles, manufacturing
2929	Silver recovery equipment, electrolytic, manufacturing
2929	Stereotyping machines, manufacturing
2929	Stitchers and trimmers (i.e., bookbinding equipment), manufacturing
2929	Textile printing machinery, manufacturing
2929	Thermoforming machinery for plastics, manufacturing
2929	Thin layer deposition equipment, semiconductor, manufacturing
2929	Through-hole machinery, for loading printed circuit boards, manufacturing
2929	Tile making machinery (except kilns), manufacturing
2929	Tire making machinery, manufacturing
2929	Tire mounting machines, motor vehicle, manufacturing
2929	Tire recapping machinery, manufacturing
2929	Tire shredding machinery, manufacturing
2929	Typesetting machinery, manufacturing
2929	Ultrasonic cleaning equipment (except medical and dental), manufacturing
2929	Veneer drying machinery, manufacturing
2929	Vulcanizing machinery, manufacturing
2929	Wafer processing equipment, semiconductor, manufacturing
2929	Wire and cable insulating machinery, manufacturing
2929	Wood drying kilns, manufacturing
2929	Zipper making machinery, manufacturing
2930	Air purifiers, portable, manufacturing
2930	Appliances (major) electric and non-electric (household), manufacturing
2930	Appliances, small electrical, manufacturing
2930	Attic fans, manufacturing
2930	Barbecues, gas, manufacturing
2930	Barbecues, grills, and braziers for outdoor cooking, manufacturing
2930	Barbeque grills (charcoal), manufacturing
2930	Barbers' clippers, electric, manufacturing
2930	Baseboard heating units, manufacturing
2930	Bed coverings (blankets and sheets), electric, manufacturing
2930	Bed vibrators, electric, manufacturing
2930	Bedcoverings, electric, manufacturing
2930	Blankets, electric, manufacturing
2930	Blenders, food, electric, manufacturing
2930	Blowers, portable, electric, manufacturing
2930	Bottle warmers, household, electric, manufacturing
2930	Braziers, barbecue, manufacturing
2930	Broilers, electric, manufacturing
2930	Cabinets, household refrigerator, manufacturing
2930	Can openers, electric, domestic, manufacturing
2930	Can openers, electric, manufacturing
2930	Carpet sweepers, electric vacuum, household, manufacturing
2930	Casseroles, electric, manufacturing
2930	Chafing dishes, electric, manufacturing
2930	Cleaners, electric, vacuum-household, manufacturing
2930	Clippers, hair, for human use electric, manufacturing
2930	Clothes dryers, domestic, manufacturing
2930	Coffee makers, household, electric, manufacturing
2930	Convection ovens, household (including portable), manufacturing
2930	Cookers, electric, manufacturing
2930	Cooking appliances, household, electric (except convection and microwave ovens), manufacturing
2930	Cooking equipment (stoves), domestic, manufacturing (non electric)
2930	Cooking ovens, domestic, manufacturing
2930	Cooking plates and grills, electric, manufacturing
2930	Cooking stoves and ranges, domestic, manufacturing (electric)
2930	Cooking stoves, domestic, manufacturing (electric)
2930	Cooking top mountings, domestic, manufacturing (electric)
2930	Corn poppers, electric, manufacturing
2930	Crock pots, electric, manufacturing
2930	Curling irons, electric, manufacturing
2930	Deep fat fryers, household, electric, manufacturing
2930	Dehumidifiers, portable, electric, manufacturing
2930	Desk fans, electric, manufacturing
2930	Dishwashers, household, electric, manufacturing
2930	Dishwashing machines, household, manufacturing
2930	Disposal units, garbage, household, electric, manufacturing
2930	Domestic water heaters, manufacturing (non electric)
2930	Driers, clothes, household (heated cabinets), manufacturing (electric)
2930	Driers, hair, domestic, manufacturing
2930	Driers, hand and face, electric, manufacturing
2930	Dry shavers (i.e., electric razors), manufacturing
2930	Drycleaning and laundry machines, household (including coin-operated), manufacturing
2930	Dryers, hand, face and hair-electric, manufacturing
2930	Dryers, laundry, household (including coin-operated), manufacturing
2930	Egg cookers, electric, manufacturing
2930	Electric blankets and heating pads, manufacturing
2930	Electric dishwashers, household, manufacturing
2930	Electric elements for stoves, toasters, manufacturing
2930	Electric fans (except industrial), manufacturing
2930	Electric hot plates and grills, manufacturing
2930	Electric irons, manufacturing
2930	Electric ranges, domestic, manufacturing
2930	Electric razors, manufacturing
2930	Electric toasters, manufacturing
2930	Electric vacuum cleaners (except commercial and industrial), manufacturing
2930	Electric warm air (i.e., forced air) furnaces, manufacturing
2930	Electric water heaters, domestic, manufacturing
2930	Electrical appliances, small, manufacturing
2930	Elements, heating, for electric appliances, manufacturing
2930	Fans, electric (except industrial), manufacturing
2930	Fans, household, electric (except attic fans), manufacturing
2930	Fans, household, kitchen (except attic), manufacturing
2930	Fireplace inserts (i.e., heat directing), manufacturing
2930	Fireplace logs, gas, manufacturing
2930	Flat irons, electric, manufacturing
2930	Floor fans, electric, manufacturing
2930	Floor polishers, electric, manufacturing
2930	Floor waxers and polishers, household, electric, manufacturing
2930	Food grinders, choppers and slicers, electric, domestic, manufacturing
2930	Food mixers, household, electric, manufacturing
2930	Food waste disposal units, household, manufacturing
2930	Freezers, home and farm, manufacturing
2930	Freezers, household, manufacturing
2930	Freezers, ice cream, household-metal, manufacturing
2930	Fry pans, electric, manufacturing
2930	Fryers, household, electric, manufacturing
2930	Furnaces (except forced air), manufacturing
2930	Furnaces, floor and wall, manufacturing
2930	Furnaces, forced air, manufacturing
2930	Furnaces, manufacturing
2930	Garbage compactor equipment (household trash compactor), manufacturing
2930	Garbage disposal units, household, manufacturing
2930	Gas barbecues, manufacturing
2930	Gas burners, heating, manufacturing
2930	Gas fireplaces, manufacturing
2930	Gas ranges, domestic, manufacturing
2930	Gas space heaters, manufacturing
2930	Gas stoves, domestic, manufacturing
2930	Gas water heaters, domestic, manufacturing
2930	Grates, electric, manufacturing
2930	Griddles and grills, household, electric, manufacturing
2930	Hair clippers for human use, electric, manufacturing
2930	Hair curlers, electric, manufacturing
2930	Hair dryers, electric (except equipment designed for beauty parlour use), manufacturing
2930	Hair styling equipment, domestic, electric, manufacturing
2930	Hassock fans, electric, manufacturing
2930	Heaters and heating apparatus, domestic, electric, manufacturing
2930	Heaters, immersion, household-electric, manufacturing
2930	Heaters, space (except portable electric), manufacturing
2930	Heaters, space, electric, manufacturing
2930	Heaters, swimming pool, electric, manufacturing
2930	Heaters, swimming pool, manufacturing
2930	Heaters, tape, manufacturing
2930	Heaters, water, domestic, manufacturing (electric)
2930	Heating elements for electric appliances, manufacturing
2930	Heating equipment, forced air, manufacturing
2930	Heating pads, electric, manufacturing
2930	Heating units, baseboard or wall, electric (radiant heating element), manufacturing
2930	Heating units, baseboard, manufacturing
2930	Heating units, for electric appliances, manufacturing
2930	Hibachis-barbeques, manufacturing
2930	Home freezers, manufacturing
2930	Hot plates, electric, manufacturing
2930	Hot water heaters, household (including nonelectric), manufacturing
2930	Hot water heaters, household, manufacturing
2930	Hotplates, domestic,electric, manufacturing
2930	Household laundry machines, manufacturing (electric)
2930	Household major appliances, manufacturing
2930	Humidifiers, electric, portable, manufacturing
2930	Ice boxes, household, manufacturing
2930	Ice cream freezers, household, nonelectric, metal, manufacturing
2930	Ice crushers, electric, manufacturing
2930	Immersion heaters for water, electric, manufacturing
2930	Immersion heaters, household, electric, manufacturing
2930	Indirect water heaters and converters, electric, domestic, manufacturing
2930	Ironers and mangles, household-type
2930	Ironers, electric, domestic, manufacturing
2930	Irons, domestic, electric, manufacturing
2930	Irons, electric, manufacturing
2930	Jackets for circulating type water heaters, manufacturing
2930	Juicers, electric, domestic, manufacturing
2930	Kerosene space heaters, manufacturing
2930	Kettles, electric, manufacturing
2930	Knife sharpeners, electric, manufacturing
2930	Knives, electric, domestic, manufacturing
2930	Laundry machinery, household (including coin-operated), manufacturing
2930	Laundry machines, household, manufacturing (except electric)
2930	Logs, gas fireplace, manufacturing
2930	Major appliances, electric and non-electric, manufacturing
2930	Mangles and ironers, domestic, manufacturing
2930	Micro-wave ovens, household, manufacturing
2930	Microwave ovens, household (including portable), manufacturing
2930	Mixers and whippers, electric, manufacturing
2930	Oil burners, heating, manufacturing
2930	Ovens, built-in, electric or gas, domestic, manufacturing
2930	Ovens, electric, roasting, manufacturing
2930	Ovens, household (except portable appliances other than microwave and convection), manufacturing
2930	Ovens, household portable (except microwave), manufacturing
2930	Pads, heating, electric, manufacturing
2930	Percolators, electric, manufacturing
2930	Personal care appliances, domestic, electric, manufacturing
2930	Plates or grills, electric, domestic, manufacturing
2930	Popcorn poppers for home use, electric, manufacturing
2930	Propeller fans, window-type (household), manufacturing
2930	Radiators, portable electric, manufacturing
2930	Ranges, cooking, household, manufacturing
2930	Ranges, domestic, manufacturing (electric)
2930	Ranges, electric, domestic, manufacturing
2930	Ranges, household cooking, electric and gas, manufacturing
2930	Ranges, non-electric, manufacturing
2930	Rangettes, electric, manufacturing
2930	Razors, electric, manufacturing
2930	Refrigerator cabinets, household, manufacturing
2930	Refrigerators, household, manufacturing
2930	Refrigerators, mechanical and absorption, household, manufacturing
2930	Roasters, electric, manufacturing
2930	Room heaters (except portable electric), manufacturing
2930	Room heaters, space, electric, manufacturing
2930	Sandwich toasters and grills, household, electric, manufacturing
2930	Sauna heaters, electric, manufacturing
2930	Scissors, electric, manufacturing
2930	Shavers, electric, manufacturing
2930	Shoe polishers, electric, manufacturing
2930	Small appliances, kitchen, electric, manufacturing
2930	Solar energy heating equipment, manufacturing
2930	Solar heating systems, manufacturing
2930	Space heaters (except portable electric), manufacturing
2930	Space heaters, portable, electric, manufacturing
2930	Steam heating equipment, manufacturing
2930	Steamers and vaporizers, electric, manufacturing
2930	Stoves, coal, wood, oil, gas, domestic, cooking, manufacturing
2930	Stoves, cooking, household, manufacturing (gas)
2930	Stoves, disk, manufacturing
2930	Stoves, domestic, electric or non-electric, manufacturing
2930	Stoves, heating, manufacturing
2930	Stoves, household, cooking, manufacturing
2930	Sweepers, carpet, electric, vacuum, household, manufacturing
2930	Sweepers, electric, vacuum-household, manufacturing
2930	Tea kettles, electric, manufacturing
2930	Toasters, electric (including sandwich toasters), manufacturing
2930	Toothbrushes, electric, manufacturing
2930	Trash compactors, household, manufacturing
2930	Trays, warming, electric, manufacturing
2930	Trouser pressers, electric, domestic, manufacturing
2930	Unit heaters (except portable, electric), manufacturing
2930	Vacuum cleaners and sweepers, electric, household, manufacturing
2930	Vacuum cleaners, household, manufacturing
2930	Vaporizers, electric, manufacturing
2930	Ventilating fans, electric, household-kitchen, manufacturing
2930	Waffle irons, electric, manufacturing
2930	Wall heaters, household, electric, manufacturing
2930	Washing machines, domestic, manufacturing
2930	Washing machines, household (including coin-operated), manufacturing
2930	Water heaters, household (including non-electric), manufacturing
2930	Water pulsating devices, electric, domestic, manufacturing
2930	Water tank heaters, domestic, oil, manufacturing
2930	Whippers, household-type, electric, manufacturing
2930	Wood stoves, manufacturing
2930	Wringers, domestic, manufacturing
3000	Adding machines (except electronic), manufacturing
3000	Adding machines, electronic, manufacturing
3000	Adding machines, manufacturing
3000	Analog computers, manufacturing
3000	ATM's (automatic teller machines), manufacturing
3000	Automatic teller machines (ATM), manufacturing
3000	Bar code scanners, manufacturing
3000	Binding equipment (i.e., plastic or tape binding), office type, manufacturing
3000	Blueprint equipment, manufacturing
3000	Bundling machinery (e.g., mail, newspaper, box strapping), manufacturing
3000	Calculators (except electronic), manufacturing
3000	Calculators, electronic, manufacturing
3000	Calculators, manufacturing
3000	Canceling machinery, Post Office type, manufacturing
3000	Cash registers (except electronic), manufacturing
3000	Cash registers (except point-of-sale terminals), manufacturing
3000	Cash registers, electronic, manufacturing
3000	CD-ROM drives, manufacturing
3000	Cheque writing machines, manufacturing
3000	Coin counting machinery, manufacturing
3000	Coin wrapping machines, manufacturing
3000	Collating machinery, office type, manufacturing
3000	Computer input/output equipment (except terminals), manufacturing
3000	Computer terminals, manufacturing
3000	Computers servers, manufacturing
3000	Computers, manufacturing
3000	Currency counting machinery, manufacturing
3000	Digital cameras, manufacturing
3000	Digital computers, manufacturing
3000	Direct access storage devices, manufacturing
3000	Disk drives, computer, manufacturing
3000	Drum drives, computer, manufacturing
3000	DVD (digital video disc) drives, computer peripheral equipment, manufacturing
3000	Envelope stuffing, sealing and addressing machinery, manufacturing
3000	Flat panel displays (i.e., complete units), computer peripheral equipment, manufacturing
3000	Flexible (i.e., floppy) magnetic disk drives, manufacturing
3000	Floppy disk drives, manufacturing
3000	Funds transfer devices, manufacturing
3000	Hand-held computer (e.g., PDA's), manufacturing
3000	Hard disk drives, manufacturing
3000	Hole punches (except hand operated), office type, manufacturing
3000	Hole punches, hand operated, manufacturing
3000	Hybrid computers, manufacturing
3000	Incoming mail handling equipment (e.g., opening, sorting, scanning), manufacturing
3000	Input/output equipment, computer, manufacturing
3000	Joystick devices, manufacturing
3000	Keyboards, computer peripheral equipment, manufacturing
3000	Label making equipment, hand-held, manufacturing
3000	Laptop computers, manufacturing
3000	Letter folding, stuffing and sealing machines, manufacturing
3000	List finders and rotary address files, manufacturing
3000	Lottery terminals, manufacturing
3000	Magnetic ink recognition devices, computer peripheral equipment, manufacturing
3000	Magnetic storage devices for computers, manufacturing
3000	Magnetic/optical combination storage units for computers, manufacturing
3000	Mail handling machinery, Post Office type, manufacturing
3000	Mainframe computers, manufacturing
3000	Media-to-media data conversion equipment, computer peripheral equipment, manufacturing
3000	Microcomputers, manufacturing
3000	Minicomputers, manufacturing
3000	Modems, personal computer, manufacturing
3000	Monitors, computer peripheral equipment, manufacturing
3000	Mouse devices, computer peripheral equipment, manufacturing
3000	Notebook computers, manufacturing
3000	Optical disk drives, manufacturing
3000	Optical readers and scanners, manufacturing
3000	Overhead projectors, computer peripheral-type, manufacturing
3000	Paper cutters, office type, manufacturing
3000	Pencil sharpeners, manufacturing
3000	Personal computer modems, manufacturing
3000	Personal computers, manufacturing
3000	Plotters, computer, manufacturing
3000	Point-of-sale (POS) terminals, manufacturing
3000	Pointing devices, computer peripheral equipment, manufacturing
3000	Portable computer, manufacturing
3000	Postage meters, manufacturing
3000	Postal code readers, manufacturing
3000	Printers, computer, manufacturing
3000	Scalers, for gummed tape, hand, manufacturing
3000	Scanners, computer peripheral equipment, manufacturing
3000	Smart card readers, manufacturing
3000	Staple removers, manufacturing
3000	Staplers, office, manufacturing
3000	Stenography machines, manufacturing
3000	Storage devices, computer, manufacturing
3000	Tape dispensers, off, manufacturing
3000	Tape storage units (e.g., drives, backups), computer peripheral equipment, manufacturing
3000	Teleprinters (i.e., computer terminals), manufacturing
3000	Terminals, computer, manufacturing
3000	Typewriters, manufacturing
3000	Virtual reality helmets, manufacturing
3000	Voting machines, manufacturing
3000	Word processing machines, dedicated, manufacturing
3000	Workstations, computer, manufacturing
3110	Airport lighting transformers, manufacturing
3110	Arc welders, transformer-rectifier, manufacturing
3110	Arc-welder transformers (separate), manufacturing
3110	Armature rewinding, remanufacturing
3110	Armatures, manufacturing
3110	Autotransformers for switchboards (except telephone switchboards), manufacturing
3110	Autotransformers, electric (power transformers), manufacturing
3110	Ballasts and transformers, lighting fixture, manufacturing
3110	Ballasts for lighting fixtures, manufacturing
3110	Battery chargers, manufacturing
3110	Boosters, feeder voltage (electric transformers), manufacturing
3110	Chargers (battery), rectifying or nonrotating, manufacturing
3110	Chokes for electronic circuitry, manufacturing
3110	Coil rewinding, electric, service
3110	Coils, for motors and generators, manufacturing
3110	Collector rings, for motors and generators, manufacturing
3110	Commutators, electric motor, manufacturing
3110	Condensers, synchronous, electric, manufacturing
3110	Constant current transformers (street lighting), manufacturing
3110	Control and signalling transformers, manufacturing
3110	Converter equipment and parts (motor-generator sets), manufacturing
3110	Converters, phase and rotary, electrical equipment, manufacturing
3110	Cores, magnetic, manufacturing
3110	Current limiting reactors, electrical, manufacturing
3110	Distribution transformers, manufacturing
3110	Doorbell transformers, electric, manufacturing
3110	Dynamos, electric (except automotive), manufacturing
3110	Dynamotors (except motor vehicle)
3110	Electric furnace transformers, manufacturing
3110	Electric generators (except motor vehicles), manufacturing
3110	Electric motor repair (except industrial)
3110	Electric motors, industrial, rebuilding
3110	Electric motors, manufacturing
3110	Electrical generating and transmission equipment repair
3110	Electrochemical generators (i.e., fuel cells), manufacturing
3110	Exciter assemblies, motor and generator, manufacturing
3110	Feeder voltage regulators and boosters (electric transformers), manufacturing
3110	Fluorescent ballasts (transformers), manufacturing
3110	Fluorescent lighting transformers, manufacturing
3110	Frequency changers, electric, manufacturing
3110	Frequency converters (i.e., electric generators), manufacturing
3110	Fuel cells, electrochemical generators, manufacturing
3110	Gas turbine generator set units, manufacturing
3110	Generating apparatus and parts, electrical (except auto and arc welding)
3110	Generating apparatus and parts, welding, electrical, manufacturing
3110	Generator sets and lighting units, self-contained, manufacturing
3110	Generator sets, gasoline, diesel and dual fuel, manufacturing
3110	Generator sets, turbine (e.g., steam, gas, hydraulic), manufacturing
3110	Generator voltage regulators, electric induction and step type, manufacturing
3110	Generators and motors, D.C. (except automotive), manufacturing
3110	Generators and sets, electric (except auto, welding and turbo-generators)
3110	Generators for gas-electric and oil-electric vehicles, manufacturing
3110	Hydraulic turbine generator set units, manufacturing
3110	Ignition transformers (oil and gas), manufacturing
3110	Induction motors, electric, A.C., manufacturing
3110	Inductors, electronic component type (e.g, chokes, coils, transformers), manufacturing
3110	Industrial electrical motor rebuilding
3110	Instrument transformers (except portable), manufacturing
3110	Instrument transformers, electronic, manufacturing
3110	Inverter and rectifying equipment, industrial, manufacturing
3110	Inverters, nonrotating, electrical, manufacturing
3110	Inverters, rotating, electrical, manufacturing
3110	Isolation transformers, manufacturing
3110	Laminated magnetic cores, manufacturing
3110	Laminations for transformers, manufacturing
3110	Lamp ballasts, manufacturing
3110	Lighting transformers, fluorescent, manufacturing
3110	Lighting transformers, street and airport, manufacturing
3110	Line voltage regulators, manufacturing
3110	Luminous tube transformers, manufacturing
3110	Machine tool transformers, manufacturing
3110	Mercury arc rectifiers (i.e., electrical apparatus), manufacturing
3110	Motor generator sets (except automotive and turbogenerators), manufacturing
3110	Motor housings, manufacturing
3110	Motor repair, electric
3110	Motors, electric (except starting motors), manufacturing
3110	Motors, electric, industrial, rebuilding (except starting motors), motor vehicle)
3110	Motors, railway and vehicle, electric, a.c. and d.c., manufacturing
3110	Motors, shaded pole type, electric, a.c. and d.c., manufacturing
3110	Motors, universal type, electric, manufacturing
3110	Phase converters (i.e., electrical equipment), manufacturing
3110	Power conversion units (i.e., AC to DC), static-electric, manufacturing
3110	Power generators, manufacturing
3110	Power transformers, manufacturing
3110	Power transformers, repair service
3110	Ratio transformers, manufacturing
3110	Reactors, current limiting, manufacturing
3110	Rebuilding motors, electric, other than automotive
3110	Rectifier transformers, manufacturing
3110	Rectifiers (electrical apparatus), manufacturing
3110	Rectifiers (mercury arc power, metallic, semi-conductor power), manufacturing
3110	Regulators, transmission and distribution voltage, manufacturing
3110	Repair, electric motor
3110	Resolvers, manufacturing
3110	Rewinding stators
3110	Rotary converters (electrical equipment), manufacturing
3110	Rotor retainers and housings, manufacturing
3110	Saturable reactors, manufacturing
3110	Servomotors, manufacturing
3110	Signaling transformers, electric, manufacturing
3110	Slip rings for motors and generators, manufacturing
3110	Small electric motor repair
3110	Specialty transformers, manufacturing
3110	Starting equipment, for street cars, manufacturing
3110	Stators, for motors, manufacturing
3110	Steam turbine generator set units, manufacturing
3110	Storage battery chargers, engine generator type, manufacturing
3110	Street lighting transformers, manufacturing
3110	Synchronous motors and condensers, manufacturing
3110	Synchros, manufacturing
3110	Telephone and telegraph transformers, electronic component type, manufacturing
3110	Thermo-electric generators, manufacturing
3110	Timing motors, synchronous, electric, manufacturing
3110	Torque motors, electric, manufacturing
3110	Toy transformers, manufacturing
3110	Transformer parts, manufacturing
3110	Transformers (separate), for arc welders, manufacturing
3110	Transformers, electric power, manufacturing
3110	Transformers, electronic component type, manufacturing
3110	Transformers, for electronic meters, manufacturing
3110	Transformers, ignition, for use on domestic fuel burners, manufacturing
3110	Transformers, instrument (except portable), manufacturing
3110	Transformers, power, manufacturing
3110	Transformers, reactor, manufacturing
3110	Transmission and distribution voltage regulators, manufacturing
3110	Transmission and generating equipment, electrical, repair
3110	Tripping transformers
3110	Turbine generator set units, manufacturing
3110	Vibrators, interrupter, manufacturing
3110	Voltage regulating transformers, electric power, manufacturing
3110	Voltage regulators, transmission and distribution, manufacturing
3110	Wind power electric generators, manufacturing
3110	Wind powered turbine-generator sets, manufacturing
3120	Air circuit breakers, manufacturing
3120	Appliance switches, manufacturing
3120	Armature relays, manufacturing
3120	Arrestors and coils, lightning, manufacturing
3120	Attachment plugs, caps, taps and connectors, manufacturing
3120	Boxes, electric wiring (e.g., junction, outlet, switch and fuse), manufacturing
3120	Bus bar structures, manufacturing
3120	Bus bars (electrical conductors), manufacturing
3120	Bus duct-feeder, plug-in (including top-off units) and trolley duct-feeders, manufacturing
3120	Cabinets, wireways, gutters, surface raceways (except conduit and metallic tubing), manufacturing
3120	Caps and plugs, attachment, electric, manufacturing
3120	Circuit breakers, air, manufacturing
3120	Circuit breakers, electric, manufacturing
3120	Circuit breakers, power, manufacturing
3120	Coaxial connectors, manufacturing
3120	Conductor connectors, solderless connectors, sleeves, or soldering lugs, manufacturing
3120	Connectors and terminals for electrical devices, manufacturing
3120	Connectors, conductor, solderless connectors, sleeves, or soldering lugs, manufacturing
3120	Connectors, electric cord, manufacturing
3120	Connectors, electronic (e.g., coaxial, cylindrical, printed circuit, rack, panel), manufacturing
3120	Connectors, power, manufacturing
3120	Connectors, solderless (wiring devices), manufacturing
3120	Contactors, low voltage, manufacturing
3120	Contacts, electrical (except carbon and graphite), manufacturing
3120	Control apparatus, electric, manufacturing
3120	Control circuit devices, magnet and solid-state, manufacturing
3120	Control circuit relays, industrial, manufacturing
3120	Control equipment, electric, manufacturing
3120	Control panels, electric power distribution, manufacturing
3120	Controls and control accessories, industrial, manufacturing
3120	Controls for adjustable speed drives, manufacturing
3120	Convenience outlets, wiring devices, manufacturing
3120	Cord connectors, electric, manufacturing
3120	Crane and hoist controls (including metal mill), manufacturing
3120	Cubicles (i.e., electric switchboard equipment), manufacturing
3120	Current collector wheels, for trolley rigging, manufacturing
3120	Current taps, attachment plug and screw shell types, manufacturing
3120	Cutouts (including parts) and fuse links for cutouts, manufacturing
3120	Cutouts and fuses (except residential type), manufacturing
3120	Cutouts and fuses, electric wiring devices, residential type, manufacturing
3120	Cutouts, distribution, manufacturing
3120	Cutouts, switch and fuse, manufacturing
3120	Cylindrical connectors, electronic, manufacturing
3120	Dial light sockets, radio, manufacturing
3120	Disconnecting switches, indoor and outdoor, manufacturing
3120	Distribution boards electric, manufacturing
3120	Distribution cutouts, manufacturing
3120	Electric power switchboard and part manufacturing
3120	Enclosed electrical protective equipment, manufacturing
3120	Face plates (wiring devices), manufacturing
3120	Fibre optic connectors, manufacturing
3120	Flow actuated electrical switches, manufacturing
3120	Fluorescent light starters
3120	Fuse blocks and clips, manufacturing
3120	Fuse clips and blocks, electric, manufacturing
3120	Fuse cutouts, manufacturing
3120	Fuse devices, power, 600 volts and over, manufacturing
3120	Fuse mountings, electric power, manufacturing
3120	Fuses (including parts) and fuse links, power, manufacturing
3120	Fuses and cutouts (except residential type), manufacturing
3120	Fuses and cutouts, electric wiring devices, residential type, manufacturing
3120	Fuses and parts (except power fuses), manufacturing
3120	Fuses, electric, manufacturing
3120	Generator control and metering panels, manufacturing
3120	Ground clamps (i.e., electric wiring devices), manufacturing
3120	Industrial controls (e.g., push button, selector switches and pilot), manufacturing
3120	Instrument relays, all types, manufacturing
3120	Junction boxes and covers, electrical, manufacturing
3120	Knife switches, electric, manufacturing
3120	Lamp sockets and receptacles (i.e., electric wiring devices), manufacturing
3120	Lightning arrestors and coils, manufacturing
3120	Lightning protection equipment, manufacturing
3120	Lightning rods, manufacturing
3120	Low voltage air circuit breakers, manufacturing
3120	Low voltage switchboards, fused or circuit breakers, manufacturing
3120	Marine and navy auxiliary controls, manufacturing
3120	Metering panels, electric, manufacturing
3120	Motor control accessories (including overload relays), manufacturing
3120	Motor control centres, A.C., manufacturing
3120	Motor control switches and relays. manufacturing
3120	Motor controls, electric, manufacturing
3120	Motor starters, contactors and controllers, industrial, manufacturing
3120	Non-current carrying plastics conduit, manufacturing
3120	Oil circuit reclosers and sectionalizers (including 25 k.v.), manufacturing
3120	Outlet boxes (electric wiring devices), manufacturing
3120	Outlet receptacles, electrical, manufacturing
3120	Outlets, convenience, electric, manufacturing
3120	Panelboards (distribution, lighting and residential), manufacturing
3120	Panels, electric control and metering, manufacturing
3120	Planar cable connectors, manufacturing
3120	Plates, face (wiring devices), manufacturing
3120	Plugs, electric wiring devices, manufacturing
3120	Potheads, manufacturing
3120	Power circuit breakers, manufacturing
3120	Power connectors, manufacturing
3120	Power fuse devices (i.e., 600 volts and over), manufacturing
3120	Power switchboards, manufacturing
3120	Power switching equipment (except residential type), manufacturing
3120	Power switching equipment, manufacturing
3120	Protective equipment for electric lighting distribution and control, manufacturing
3120	Rack and panel connectors, manufacturing
3120	Rail bonds, electric, for propulsion and signal circuits, manufacturing
3120	Railway motor control equipment, manufacturing
3120	Railway motors and control equipment, electric, manufacturing
3120	Receptacles (convenience outlets), electrical, manufacturing
3120	Regulators, power, manufacturing
3120	Relays, electrical, manufacturing
3120	Relays, instrument, all types, manufacturing
3120	Relays, magnetic multipole, manufacturing
3120	Relays, manufacturing
3120	Relays, switchgear type (protective, auxiliary, regulating), manufacturing
3120	Renewal elements for cartridge fuses, manufacturing
3120	Repair of electrical switchgear and control equipment
3120	Repair of electricity distribution and control apparatus
3120	Rheostats, industrial control, manufacturing
3120	Snap switches (i.e., electric wiring devices), manufacturing
3120	Sockets (lamp holders), manufacturing
3120	Solderless connectors (electric wiring devices), manufacturing
3120	Solenoid switches industrial, manufacturing
3120	Starters for fluorescent lamps
3120	Starters, electric motor, manufacturing
3120	Starters, fluorescent, manufacturing
3120	Starting switches, fluorescent lamp, manufacturing
3120	Surge suppressors, manufacturing
3120	Switch boxes and covers, electrical, manufacturing
3120	Switch boxes, electric, manufacturing
3120	Switch cutouts, manufacturing
3120	Switchboards and parts, power, manufacturing
3120	Switches (including outlet box mounting), manufacturing
3120	Switches for electric wiring (e.g., snap, tumbler, pressure, pushbutton), manufacturing
3120	Switches, electric power (except snap, push button, tumbler and solenoid), manufacturing
3120	Switches, flow activated electrical, manufacturing
3120	Switches, for electronic applications, manufacturing
3120	Switchgear and switchgear accessories, manufacturing
3120	Switching equipment power, manufacturing
3120	Taps, current, attachment plug and screw shell types, manufacturing
3120	Terminals and connectors for electrical devices, manufacturing
3120	Time switches, electrical switchgear apparatus, manufacturing
3120	Timing relay, mechanical and solid-state (except clockwork), manufacturing
3120	Transmission accessories, electric, manufacturing
3120	Trolley duct-feeders, manufacturing
